image_name,cluster_id,AccoID,AccoDocNo,AccoDate,timestamp,AccoAmount,Quantity,Discount,UnitPrice,StockCateDesc,StockName,StockDesciption,predicted_gender,gender_confidence,predicted_age,age_confidence,InvNo,survey_gender,survey_age_group,survey_time,survey_completed
cluster_209_AccoID_1169057_20251105_112648.png,209,1169057,224611/93,2025-11-05 11:28:00,2025-11-05 11:26:48,-306.0,1.0,0.0,39.0,Beverages Coffee,COFFEE,latte hazelnut,Female,0.985,56–65,0.362,93.0,,,,False
cluster_209_AccoID_1169057_20251105_112648.png,209,1169057,224611/93,2025-11-05 11:28:00,2025-11-05 11:26:48,-306.0,1.0,0.0,29.0,Beverages Coffee,COFFEE,cappuccino,Female,0.985,56–65,0.362,93.0,,,,False
cluster_209_AccoID_1169057_20251105_112648.png,209,1169057,224611/93,2025-11-05 11:28:00,2025-11-05 11:26:48,-306.0,1.0,0.0,119.0,Tramezinni's,TRAMEZZINI,falafal veg cranberry onion,Female,0.985,56–65,0.362,93.0,,,,False
cluster_210_AccoID_1169623_20251105_145227.png,210,1169623,224700/183,2025-11-05 14:53:00,2025-11-05 14:52:27,-127.0,2.0,0.0,29.0,Beverages Coffee,COFFEE,cappuccino,Female,0.988,11–20,0.624,183.0,,,,False
cluster_210_AccoID_1169623_20251105_145227.png,210,1169623,224700/183,2025-11-05 14:53:00,2025-11-05 14:52:27,-127.0,1.0,0.0,69.0,Cakes Cheese,CHEESE CAKE,salted caramel,Female,0.988,11–20,0.624,183.0,,,,False
cluster_211_AccoID_1169514_20251105_134837.png,211,1169514,224685/168,2025-11-05 13:49:00,2025-11-05 13:48:37,-196.0,1.0,0.0,39.0,Mineral cooldrinks,GRAPETISER,red,Female,0.961,66–80,0.746,168.0,,,,False
cluster_211_AccoID_1169514_20251105_134837.png,211,1169514,224685/168,2025-11-05 13:49:00,2025-11-05 13:48:37,-196.0,1.0,0.0,59.0,Cakes,CARROT CAKE,carrot cake,Female,0.961,66–80,0.746,168.0,,,,False
cluster_211_AccoID_1169514_20251105_134837.png,211,1169514,224685/168,2025-11-05 13:49:00,2025-11-05 13:48:37,-196.0,1.0,0.0,29.0,Beverages Coffee,COFFEE,cappuccino,Female,0.961,66–80,0.746,168.0,,,,False
cluster_211_AccoID_1169514_20251105_134837.png,211,1169514,224685/168,2025-11-05 13:49:00,2025-11-05 13:48:37,-196.0,1.0,0.0,69.0,Cakes Cheese,CHEESE CAKE,baked sour cream berry coulis,Female,0.961,66–80,0.746,168.0,,,,False
cluster_212_AccoID_1169291_20251105_123653.png,212,1169291,224650/135,2025-11-05 12:37:00,2025-11-05 12:36:53,-107.0,1.0,0.0,39.0,Beverages Coffee,COFFEE,creamuccino,Female,0.962,56–65,0.494,135.0,,,,False
cluster_212_AccoID_1169291_20251105_123653.png,212,1169291,224650/135,2025-11-05 12:37:00,2025-11-05 12:36:53,-107.0,1.0,0.0,39.0,Beverages Coffee,COFFEE,plaas koffee,Female,0.962,56–65,0.494,135.0,,,,False
cluster_212_AccoID_1169291_20251105_123653.png,212,1169291,224650/135,2025-11-05 12:37:00,2025-11-05 12:36:53,-107.0,1.0,0.0,7.0,Beverages Coffee,DECAF COFFEE,none,Female,0.962,56–65,0.494,135.0,,,,False
cluster_212_AccoID_1169291_20251105_123653.png,212,1169291,224650/135,2025-11-05 12:37:00,2025-11-05 12:36:53,-107.0,1.0,0.0,22.0,Beverages Cold,FRUIT JUICE,apple juice,Female,0.962,56–65,0.494,135.0,,,,False
cluster_213_AccoID_1169019_20251105_111502.png,213,1169019,224605/89,2025-11-05 11:15:00,2025-11-05 11:15:02,-301.0,1.0,0.0,39.0,Shooters,KOLA TONIC,can,Female,0.939,66–80,0.477,89.0,Female,80+,11:13:00,True
